,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,CentralAir_Y,Foundation,BsmtQual,ExterQual,ExterCond,BsmtQual,ExterQual,ExterCond,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageQual,GarageCond,PoolQC,PavedDrive,BsmtFinType2,BsmtFinType1,BsmtExposure,BsmtCond,Functional,FireplaceQu,GarageType,GarageFinish,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_Pave,YearBuilt,YearRemodAdd,GarageYrBlt,DateBuilt,GdPrv,GdWo,MnPrv,MnWw,Gar2,Othr,Shed,TenC,COD,CWD,Con,ConLD,ConLI,ConLw,New,Oth,WD,Abnorml,AdjLand,Alloca,Family,Normal,Partial,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,EnclosedPorch,ScreenPorch,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,LandSlope,BsmtFullBath,FullBath,LowQualFinSF,GrLivArea,BsmtHalfBath,AsbShng,AsphShn,BrkComm,BrkFace,CBlock,CemntBd,HdBoard,ImStucc,MetalSd,Plywood,Stone,Stucco,VinylSd,Wd Sdng,WdShing,ClyTile,CompShg,Membran,Metal,Roll,Tar&Grv,WdShake,WdShngl,BrkCmn,BrkFace,None,Stone,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,Fireplaces,HalfBath,BedroomAbvGr,TotRmsAbvGrd,KitchenAbvGr,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GarageArea,GarageCars,OpenPorchSF,WoodDeckSF
381,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,PConc,4,4,3,4,4,3,0,0,1,0,0,0,3,3,0,2,1,1,1,4,0,4,6,2,1,0,0,0,1,1,2006,2006,2006,13361.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,0.0,7.171656822768514,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.110873864173311,8.881975184248867,0.0,0.0,1,0,2,5,1,7.165493475060845,7.165493475060845,7.171656822768514,0.0,572,2,4.804021044733257,5.37989735354046
382,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,PConc,4,4,3,4,4,3,0,0,1,0,0,0,3,3,0,2,1,1,3,3,0,0,6,2,0,0,1,0,1,0,2006,2006,2006,13604.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0.0,7.494430215031565,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.382026634673881,9.13194630454817,0.0,0.0,0,1,3,8,1,6.84587987526405,6.84587987526405,6.84587987526405,6.755768921984255,639,2,3.9889840465642745,4.976733742420574
383,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,BrkTil,2,3,3,2,3,3,1,0,0,0,0,0,2,2,0,0,1,1,1,2,0,0,4,1,0,1,0,0,1,0,1928,1950,1950,14518.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0.0,6.665683717782408,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4.110873864173311,9.105090961257085,0.0,0.0,0,0,2,5,1,6.665683717782408,6.665683717782408,6.665683717782408,0.0,360,2,0.0,0.0
384,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,PConc,4,4,3,4,4,3,0,0,1,0,0,0,3,3,0,2,1,6,3,3,0,2,6,3,0,0,1,0,1,0,1992,1992,1992,13665.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0.0,7.577633832602728,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.248495242049359,10.880082855015793,0.0,6.893656354602635,2,1,3,9,1,6.39024066706535,7.365812837209472,6.984716320118266,6.774223886357614,501,2,5.44673737166631,5.37989735354046
385,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,PConc,4,4,3,4,4,3,0,0,1,0,0,0,3,3,0,2,1,6,1,3,0,3,6,3,0,0,1,0,1,0,2004,2005,2004,14700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0.0,7.146772179452637,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.784189633918261,8.065579427282092,2.833213344056216,3.2188758248682006,1,0,2,6,1,7.117205503164344,7.136483208590247,7.146772179452637,0.0,430,2,3.044522437723423,4.990432586778736
386,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,PConc,3,3,2,3,3,2,0,0,1,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,1,0,1,0,1910,1996,1978,13269.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0.0,7.077498053569231,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4.07753744390572,9.037295651962438,0.0,0.0,0,0,5,8,1,6.490723534502507,6.490723534502507,6.490723534502507,6.267200548541362,0,0,5.0238805208462765,0.0
387,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,CBlock,3,3,3,3,3,3,0,1,0,0,0,0,3,3,0,2,1,5,3,3,0,2,4,1,0,0,1,0,1,0,1976,1976,1977,14518.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0.0,7.026426808699636,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.290459441148391,8.881975184248867,5.545177444479562,6.448889394146858,1,0,3,6,1,6.018593214496234,6.948897222313312,7.026426808699636,0.0,352,1,0.0,5.6937321388027
388,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,PConc,4,4,3,4,4,3,0,0,1,0,0,0,3,3,0,2,1,1,1,3,0,0,6,2,0,0,1,0,1,0,1999,2000,1999,14061.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0.0,7.299797366758161,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.543294782270004,9.146654820290049,4.836281906951478,0.0,0,0,3,6,1,7.292337176173877,7.292337176173877,7.299797366758161,0.0,577,2,3.258096538021482,4.795790545596741
389,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,PConc,5,5,3,5,5,3,0,0,1,0,0,0,3,3,0,2,1,6,3,3,0,5,BuiltIn,3,0,0,1,0,1,0,2007,2008,2008,14092.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,0.0,7.75491027202143,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4.574710978503383,9.431481920619719,5.60947179518496,7.155396301896734,1,1,3,9,1,5.998936561946683,7.428333194190806,7.463363045520021,6.3818160174060985,846,3,4.90527477843843,5.2832037287379885
390,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,BrkTil,3,3,3,3,3,3,1,0,0,0,0,0,3,3,0,2,4,3,1,4,0,0,4,1,0,0,1,0,1,0,1900,1950,1978,13970.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,112,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0.0,7.221105098182496,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.9318256327243257,9.036701015565063,0.0,5.488937726156687,0,0,4,7,1,5.438079308923196,6.759255270663693,6.8690144506657065,6.008813185442595,384,1,4.875197323201151,0.0
391,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,PConc,5,3,3,5,3,3,0,0,1,0,0,0,3,3,0,2,1,5,1,3,0,3,BuiltIn,3,0,0,1,0,1,0,2001,2002,2001,14396.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,0.0,7.581719640125308,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.276666119016055,9.41001056710475,0.0,6.53813982376767,1,1,3,7,1,4.74493212836325,6.690842277418564,6.690842277418564,7.05444965813294,560,2,5.262690188904886,4.836281906951478
392,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,Slab,0,3,3,0,3,3,0,0,0,1,0,0,3,3,0,2,0,0,0,0,0,0,6,2,0,0,1,0,1,0,1959,1959,1959,13695.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0.0,6.78332520060396,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.248495242049359,9.028818495352793,0.0,0.0,0,0,3,5,1,0.0,0.0,6.78332520060396,0.0,294,1,0.0,0.0
393,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,CBlock,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,2,1,3,1,3,0,3,0,0,0,0,1,0,1,0,1941,1950,1978,13239.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0.0,6.670766320845874,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,4.248495242049359,8.915566545710645,0.0,5.58724865840025,2,0,2,4,1,6.259581464064923,6.670766320845874,6.670766320845874,0.0,0,0,0.0,0.0
394,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,CBlock,3,3,3,3,3,3,0,1,0,0,0,0,3,3,0,2,1,1,1,3,0,0,4,1,0,0,1,0,1,0,1940,1950,1940,13695.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0.0,6.942156705699469,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.110873864173311,9.2237500588861,0.0,0.0,0,0,2,5,1,6.601230118728877,6.601230118728877,6.601230118728877,5.703782474656201,240,1,3.6888794541139363,0.0
395,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,CBlock,3,3,3,3,3,3,0,1,0,0,0,0,3,3,0,2,1,4,3,3,0,0,6,1,0,0,1,0,1,0,1956,1956,1956,14761.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0.0,7.0431599159883405,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4.23410650459726,9.166597449028265,0.0,6.606650186198215,0,0,3,6,1,6.0063531596017325,7.0431599159883405,7.0431599159883405,0.0,596,1,0.0,3.8066624897703196
396,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,CBlock,3,3,3,3,3,3,0,1,0,0,0,0,3,3,0,2,1,3,3,3,0,0,4,2,0,0,1,0,1,0,1972,1972,1985,14488.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0.0,6.796823718274855,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.110873864173311,8.881975184248867,0.0,6.656726524178391,0,0,2,6,1,4.770684624465665,6.796823718274855,6.796823718274855,0.0,600,2,0.0,5.375278407684165
397,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,CBlock,3,3,3,3,3,3,0,1,0,0,0,0,3,3,0,2,1,5,1,3,0,3,6,2,0,0,1,0,1,0,1962,1962,1962,13695.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0.0,7.502738210754851,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.248495242049359,8.934718614016768,5.666426688112432,6.293419278846481,1,0,4,8,1,5.783825182329737,6.762729506931879,6.776506992372183,6.842683282238422,264,1,5.1298987149230735,0.0
398,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,BrkTil,2,3,2,2,3,2,1,0,0,0,0,0,1,1,0,0,1,1,1,1,5,0,4,1,0,0,0,1,1,0,1920,1950,1920,13818.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0.0,6.982862751468942,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.110873864173311,9.101417964751995,0.0,0.0,0,0,2,6,1,6.8690144506657065,6.8690144506657065,6.982862751468942,0.0,338,1,0.0,0.0
399,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,PConc,4,4,3,4,4,3,0,0,1,0,0,0,3,3,0,2,1,6,1,3,0,0,6,3,1,0,0,0,1,0,2006,2007,2007,14518.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,0.0,7.346655163176539,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4.189654742026425,9.002824076547672,4.61512051684126,6.70073110954781,0,0,2,7,1,5.638354669333745,6.996681488176539,7.014814351275545,6.0844994130751715,438,2,5.1298987149230735,0.0
400,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,PConc,4,4,3,4,4,3,0,0,1,0,0,0,3,3,0,2,1,6,1,3,0,4,6,3,0,0,1,0,1,0,1996,1996,1996,14214.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0.0,7.161622002939187,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.6635616461296463,9.613402595468036,0.0,6.668228248417403,2,1,1,4,1,6.163314804034641,7.13966033596492,7.161622002939187,0.0,500,2,3.4339872044851463,4.795790545596741
401,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,PConc,4,4,3,4,4,3,0,0,1,0,0,0,3,3,0,2,1,6,3,3,0,4,6,3,0,0,1,0,1,0,2005,2005,2005,13330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0.0,7.1785454837637,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.189654742026425,9.078864009187797,0.0,3.2188758248682006,1,0,3,6,1,7.160069207596127,7.1785454837637,7.1785454837637,0.0,400,2,0.0,0.0
402,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,PConc,3,3,3,3,3,3,0,0,1,0,0,0,3,3,0,0,1,1,1,3,0,0,4,1,0,0,1,0,1,0,1940,1997,1940,14092.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0.0,6.511745329644728,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4.110873864173311,9.23024103368252,0.0,0.0,0,0,2,4,1,6.511745329644728,6.511745329644728,6.511745329644728,0.0,240,1,0.0,5.1298987149230735
403,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,PConc,4,4,3,4,4,3,0,0,1,0,0,0,3,3,0,2,1,1,1,3,0,3,BuiltIn,3,0,0,1,0,1,0,1998,1998,1998,13330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0.0,7.724888439323074,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.543294782270004,9.400216653174247,6.478509642208569,0.0,1,1,4,10,1,7.040536390215956,7.040536390215956,7.061334366910438,7.002155954403621,420,2,4.820281565605037,4.976733742420574
404,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,PConc,4,3,3,4,3,3,0,0,1,0,0,0,3,3,0,2,1,1,1,3,0,3,BuiltIn,3,0,0,1,0,1,0,1995,1996,1995,13634.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0.0,7.360739903058278,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.248495242049359,9.24619002486988,0.0,0.0,1,1,3,7,1,6.693323668269949,6.693323668269949,6.693323668269949,6.642486801367256,373,2,3.713572066704308,0.0
405,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,CBlock,3,3,3,3,3,3,0,1,0,0,0,0,3,3,0,2,1,4,1,3,1,3,6,1,0,0,1,0,1,0,1976,1993,1993,14396.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,0.0,7.390798521735676,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.248495242049359,9.209540051805414,0.0,7.018401799069201,1,0,3,8,1,5.111987788356544,7.156176637480615,7.390798521735676,0.0,490,2,4.3694478524670215,4.795790545596741
406,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,BrkTil,3,3,3,3,3,3,1,0,0,0,0,0,3,3,0,2,1,1,1,3,5,0,4,1,0,0,1,0,1,0,1936,1950,1936,13939.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,6.161207321695077,7.402451520818244,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.9512437185814275,9.257319373170178,0.0,0.0,0,0,3,6,1,6.970730078143525,6.970730078143525,7.062191632286556,0.0,240,1,0.0,0.0
407,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,BrkTil,4,3,3,4,3,3,1,0,0,0,0,0,3,3,0,2,1,1,1,3,0,0,6,1,0,0,1,0,1,0,1915,1976,1960,13939.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,160,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0.0,7.427144133408616,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4.1588830833596715,9.653550746326605,0.0,0.0,0,0,4,8,1,6.734591659972948,6.734591659972948,6.734591659972948,6.734591659972948,308,1,0.0,0.0
408,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,PConc,5,4,3,5,4,3,0,0,1,0,0,0,3,3,0,2,1,1,1,4,0,4,6,2,0,0,1,0,1,0,2006,2006,2006,13726.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0.0,7.6838639802564295,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.700480365792417,9.557823197546,5.860786223465865,0.0,1,1,3,9,1,6.96979066990159,6.96979066990159,6.977281341630747,7.004881989712859,947,3,4.143134726391533,5.262690188904886
